Freifunk-Treffen;Computerwerkstatt;2018-05-03-19-00
Freifunk-Treffen;Computerwerkstatt;2018-05-17-19-00
Freifunk-Treffen;Computerwerkstatt;2018-05-24-19-00
Freifunk-Treffen;Computerwerkstatt;2018-05-31-19-00
