Arbeitstreffen;Computerwerkstatt;2016-03-03-19-00
Arbeitstreffen;Computerwerkstatt;2016-03-10-19-00
Newbie-Treffen;Computerwerkstatt;2016-03-13-17-00
Arbeitstreffen;Computerwerkstatt;2016-03-17-19-00
Arbeitstreffen;Computerwerkstatt;2016-03-24-19-00
Newbie-Treffen;Pavillon Hannover;2016-03-23-19-00
Newbie-Treffen;Computerwerkstatt;2016-03-27-17-00
Arbeitstreffen;Computerwerkstatt;2016-03-31-19-00
