Arbeitstreffen;Computerwerkstatt;2016-12-01-19-00
Arbeitstreffen;Computerwerkstatt;2016-12-08-19-00
Newbie-Treffen;Computerwerkstatt;2016-12-11-17-00
FNorden e.V. Jahreshauptversammlung;Pavillon;2016-12-15-19-30
Arbeitstreffen;Computerwerkstatt;2016-12-22-19-00
