Arbeitstreffen;Computerwerkstatt;2017-09-07-19-00
Newbie-Treffen;Computerwerkstatt;2017-09-10-17-00
Arbeitstreffen;Computerwerkstatt;2017-09-14-19-00
Arbeitstreffen;Computerwerkstatt;2017-09-21-19-00
Newbie-Treffen;Computerwerkstatt;2017-09-24-17-00
Arbeitstreffen;Computerwerkstatt;2017-09-28-19-00
