Arbeitstreffen;Computerwerkstatt;2016-10-02-19-00
Arbeitstreffen;Computerwerkstatt;2016-10-06-19-00
Freifunk Hannover 2016 - Vortrag;Hackover 2016;2016-10-07-19-00
Freifunk Hannover 2016 - Workshop;Hackover 2016;2016-10-08-13-00
Freifunk Hannover 2016 - Workshop;Hackover 2016;2016-10-09-10-00
